Framework,Workload,NThread,Iteration,ExecutionTime(s)
RAYON,Micro Bench,16,1,0.745860
RAYON,Micro Bench,16,2,0.777638
RAYON,Micro Bench,16,3,0.691776
RAYON,Micro Bench,16,4,0.813930
RAYON,Micro Bench,16,5,0.641965
RAYON,Micro Bench,16,6,0.815164
RAYON,Micro Bench,16,7,0.773249
RAYON,Micro Bench,16,8,0.821098
RAYON,Micro Bench,16,9,0.976390
RAYON,Micro Bench,32,0,0.610968
RAYON,Micro Bench,32,1,0.671071
RAYON,Micro Bench,32,2,0.604801
RAYON,Micro Bench,32,3,0.632425
RAYON,Micro Bench,32,4,0.570684
RAYON,Micro Bench,32,5,0.484995
RAYON,Micro Bench,32,6,0.570908
RAYON,Micro Bench,32,7,0.649802
RAYON,Micro Bench,32,8,0.626674
RAYON,Micro Bench,32,9,0.484727
SEQUENTIAL,Micro Bench,4,0,13.862540
SEQUENTIAL,Micro Bench,4,1,13.843797
SEQUENTIAL,Micro Bench,4,2,14.101764
SEQUENTIAL,Micro Bench,4,3,13.943643
SEQUENTIAL,Micro Bench,4,4,13.969474
SEQUENTIAL,Micro Bench,4,5,13.932721
SEQUENTIAL,Micro Bench,4,6,13.899081
SEQUENTIAL,Micro Bench,4,7,14.144587
SEQUENTIAL,Micro Bench,4,8,14.068564
SEQUENTIAL,Micro Bench,4,9,14.281119
SEQUENTIAL,Micro Bench,8,0,13.568611
SEQUENTIAL,Micro Bench,8,1,13.569129
SEQUENTIAL,Micro Bench,8,2,13.612822
SEQUENTIAL,Micro Bench,8,3,13.570558
SEQUENTIAL,Micro Bench,8,4,13.578341
SEQUENTIAL,Micro Bench,8,5,13.611997
SEQUENTIAL,Micro Bench,8,6,13.578638
SEQUENTIAL,Micro Bench,8,7,13.572192
SEQUENTIAL,Micro Bench,8,8,13.578863
SEQUENTIAL,Micro Bench,8,9,13.761879
SEQUENTIAL,Micro Bench,16,0,13.572683
SEQUENTIAL,Micro Bench,16,1,13.591813
SEQUENTIAL,Micro Bench,16,2,13.578384
SEQUENTIAL,Micro Bench,16,3,13.571768
SEQUENTIAL,Micro Bench,16,4,13.579755
SEQUENTIAL,Micro Bench,16,5,13.640882
SEQUENTIAL,Micro Bench,16,6,13.589925
SEQUENTIAL,Micro Bench,16,7,13.572836
SEQUENTIAL,Micro Bench,16,8,13.572426
SEQUENTIAL,Micro Bench,16,9,14.173987
SEQUENTIAL,Micro Bench,32,0,13.574742
SEQUENTIAL,Micro Bench,32,1,13.580347
SEQUENTIAL,Micro Bench,32,2,13.576286
SEQUENTIAL,Micro Bench,32,3,13.574760
SEQUENTIAL,Micro Bench,32,4,13.576135
SEQUENTIAL,Micro Bench,32,5,13.574073
SEQUENTIAL,Micro Bench,32,6,13.577497
SEQUENTIAL,Micro Bench,32,7,13.567310
SEQUENTIAL,Micro Bench,32,8,13.573722
SEQUENTIAL,Micro Bench,32,9,13.589994
TOKIO,Micro Bench,4,0,3.649923
TOKIO,Micro Bench,4,1,3.463722
TOKIO,Micro Bench,4,2,3.968774
TOKIO,Micro Bench,4,3,3.214474
TOKIO,Micro Bench,4,4,3.272241
TOKIO,Micro Bench,4,5,4.048723
TOKIO,Micro Bench,4,6,3.385909
TOKIO,Micro Bench,4,7,3.394018
TOKIO,Micro Bench,4,8,3.795183
TOKIO,Micro Bench,4,9,2.959373
TOKIO,Micro Bench,8,0,2.167676
TOKIO,Micro Bench,8,1,2.084796
TOKIO,Micro Bench,8,2,2.251624
TOKIO,Micro Bench,8,3,2.094391
TOKIO,Micro Bench,8,4,2.116221
TOKIO,Micro Bench,8,5,2.293692
TOKIO,Micro Bench,8,6,2.351982
TOKIO,Micro Bench,8,7,2.367753
TOKIO,Micro Bench,8,8,2.133981
TOKIO,Micro Bench,8,9,2.187839
TOKIO,Micro Bench,16,0,1.072743
TOKIO,Micro Bench,16,1,0.697001
TOKIO,Micro Bench,16,2,0.831034
TOKIO,Micro Bench,16,3,0.861294
TOKIO,Micro Bench,16,4,1.020559
TOKIO,Micro Bench,16,5,0.743672
TOKIO,Micro Bench,16,6,0.906824
TOKIO,Micro Bench,16,7,1.143774
TOKIO,Micro Bench,16,8,1.061875
TOKIO,Micro Bench,16,9,0.712064
TOKIO,Micro Bench,32,0,0.428126
TOKIO,Micro Bench,32,1,0.368526
TOKIO,Micro Bench,32,2,0.358526
TOKIO,Micro Bench,32,3,0.345263
TOKIO,Micro Bench,32,4,0.348227
TOKIO,Micro Bench,32,5,0.346888
TOKIO,Micro Bench,32,6,0.347463
TOKIO,Micro Bench,32,7,0.353209
TOKIO,Micro Bench,32,8,0.381226
TOKIO,Micro Bench,32,9,0.336164
