Framework,Workload,NThread,Iteration,ExecutionTime(s)
DAGRS,Small,32,6,10.104452
DAGRS,Small,32,7,9.802829
DAGRS,Small,32,8,10.151343
DAGRS,Small,32,9,10.012694
PIPELINER,Big,4,0,117.688089
PIPELINER,Big,4,1,110.649473
PIPELINER,Big,4,2,111.223348
PIPELINER,Big,4,3,112.334525
PIPELINER,Big,4,4,111.706147
PIPELINER,Big,4,5,111.876383
PIPELINER,Big,4,6,111.176855
PIPELINER,Big,4,7,112.352245
PIPELINER,Big,4,8,110.700826
PIPELINER,Big,4,9,111.668008
PIPELINER,Big,8,0,92.523296
PIPELINER,Big,8,1,89.689615
PIPELINER,Big,8,2,92.409337
PIPELINER,Big,8,3,93.327088
PIPELINER,Big,8,4,91.657049
PIPELINER,Big,8,5,92.759877
PIPELINER,Big,8,6,91.992509
PIPELINER,Big,8,7,92.884904
PIPELINER,Big,8,8,93.301855
PIPELINER,Big,8,9,94.321051
PIPELINER,Big,16,0,83.410821
PIPELINER,Big,16,1,86.392175
PIPELINER,Big,16,2,87.265408
PIPELINER,Big,16,3,95.221942
PIPELINER,Big,16,4,84.674213
PIPELINER,Big,16,5,94.890838
PIPELINER,Big,16,6,89.282515
PIPELINER,Big,16,7,89.601755
PIPELINER,Big,16,8,87.326912
PIPELINER,Big,16,9,92.701092
PIPELINER,Big,32,0,87.062188
PIPELINER,Big,32,1,86.560089
PIPELINER,Big,32,2,84.777255
PIPELINER,Big,32,3,89.393297
PIPELINER,Big,32,4,88.765840
PIPELINER,Big,32,5,94.191346
PIPELINER,Big,32,6,89.761937
PIPELINER,Big,32,7,88.222942
PIPELINER,Big,32,8,78.768955
PIPELINER,Big,32,9,91.436575
PIPELINER,Mixed,4,0,63.269195
PIPELINER,Mixed,4,1,64.149378
PIPELINER,Mixed,4,2,65.436101
PIPELINER,Mixed,4,3,62.042748
PIPELINER,Mixed,4,4,62.326483
PIPELINER,Mixed,4,5,64.776708
PIPELINER,Mixed,4,6,64.758052
PIPELINER,Mixed,4,7,61.756334
PIPELINER,Mixed,4,8,62.408250
PIPELINER,Mixed,4,9,62.703769
PIPELINER,Mixed,8,0,55.358121
PIPELINER,Mixed,8,1,55.984870
PIPELINER,Mixed,8,2,54.564157
PIPELINER,Mixed,8,3,54.680877
PIPELINER,Mixed,8,4,54.527001
PIPELINER,Mixed,8,5,54.603680
PIPELINER,Mixed,8,6,52.793356
PIPELINER,Mixed,8,7,53.968831
PIPELINER,Mixed,8,8,54.262153
PIPELINER,Mixed,8,9,55.117798
PIPELINER,Mixed,16,0,54.078931
PIPELINER,Mixed,16,1,56.273760
PIPELINER,Mixed,16,2,53.539210
PIPELINER,Mixed,16,3,51.041337
PIPELINER,Mixed,16,4,52.495174
PIPELINER,Mixed,16,5,49.088147
PIPELINER,Mixed,16,6,52.697836
PIPELINER,Mixed,16,7,50.362041
PIPELINER,Mixed,16,8,51.940567
PIPELINER,Mixed,16,9,53.073576
PIPELINER,Mixed,32,0,52.319285
PIPELINER,Mixed,32,1,56.357161
PIPELINER,Mixed,32,2,52.473686
PIPELINER,Mixed,32,3,53.036352
PIPELINER,Mixed,32,4,51.460003
PIPELINER,Mixed,32,5,48.827196
PIPELINER,Mixed,32,6,53.183808
PIPELINER,Mixed,32,7,53.496419
PIPELINER,Mixed,32,8,56.387318
PIPELINER,Mixed,32,9,52.364634
PIPELINER,Small,4,0,15.648137
PIPELINER,Small,4,1,15.396726
PIPELINER,Small,4,2,14.801229
PIPELINER,Small,4,3,15.356280
PIPELINER,Small,4,4,15.351063
PIPELINER,Small,4,5,14.927693
PIPELINER,Small,4,6,15.057813
PIPELINER,Small,4,7,14.834585
PIPELINER,Small,4,8,14.890744
PIPELINER,Small,4,9,14.482589
PIPELINER,Small,8,0,13.666050
PIPELINER,Small,8,1,15.055219
PIPELINER,Small,8,2,13.400766
PIPELINER,Small,8,3,13.533086
PIPELINER,Small,8,4,12.668726
PIPELINER,Small,8,5,13.628137
PIPELINER,Small,8,6,13.296383
PIPELINER,Small,8,7,12.984654
PIPELINER,Small,8,8,13.164459
PIPELINER,Small,8,9,13.056762
PIPELINER,Small,16,0,14.545102
PIPELINER,Small,16,1,14.832788
PIPELINER,Small,16,2,13.412493
PIPELINER,Small,16,3,11.582270
PIPELINER,Small,16,4,13.088638
PIPELINER,Small,16,5,11.788521
PIPELINER,Small,16,6,13.271775
PIPELINER,Small,16,7,13.841294
PIPELINER,Small,16,8,13.799902
PIPELINER,Small,16,9,12.531853
PIPELINER,Small,32,0,15.495513
PIPELINER,Small,32,1,13.411221
PIPELINER,Small,32,2,16.391260
PIPELINER,Small,32,3,11.360173
PIPELINER,Small,32,4,13.222219
PIPELINER,Small,32,5,12.474628
PIPELINER,Small,32,6,13.230930
PIPELINER,Small,32,7,15.055110
PIPELINER,Small,32,8,16.991708
PIPELINER,Small,32,9,11.348822
RAYON,Big,4,0,103.616219
RAYON,Big,4,1,99.329559
RAYON,Big,4,2,99.793629
RAYON,Big,4,3,95.774109
RAYON,Big,4,4,95.851927
RAYON,Big,4,5,98.329780
RAYON,Big,4,6,99.219444
RAYON,Big,4,7,95.947910
RAYON,Big,4,8,97.330923
RAYON,Big,4,9,98.380683
RAYON,Big,8,0,80.564545
RAYON,Big,8,1,81.170657
RAYON,Big,8,2,80.403716
RAYON,Big,8,3,80.422052
RAYON,Big,8,4,81.747417
RAYON,Big,8,5,83.886316
RAYON,Big,8,6,81.185541
RAYON,Big,8,7,79.579949
RAYON,Big,8,8,81.842964
RAYON,Big,8,9,81.347501
RAYON,Big,16,0,79.215826
RAYON,Big,16,1,78.080427
RAYON,Big,16,2,79.817228
RAYON,Big,16,3,78.988148
RAYON,Big,16,4,78.385847
RAYON,Big,16,5,78.203746
RAYON,Big,16,6,80.659646
RAYON,Big,16,7,79.145970
RAYON,Big,16,8,80.506631
RAYON,Big,16,9,78.404962
RAYON,Big,32,0,83.598124
RAYON,Big,32,1,93.147264
RAYON,Big,32,2,85.185148
RAYON,Big,32,3,83.399037
RAYON,Big,32,4,83.909150
RAYON,Big,32,5,83.719207
RAYON,Big,32,6,83.417518
RAYON,Big,32,7,83.755659
RAYON,Big,32,8,83.497956
RAYON,Big,32,9,84.391552
RAYON,Mixed,4,0,54.902254
RAYON,Mixed,4,1,53.016994
RAYON,Mixed,4,2,53.366595
RAYON,Mixed,4,3,55.053552
RAYON,Mixed,4,4,52.276519
RAYON,Mixed,4,5,53.882060
RAYON,Mixed,4,6,52.477621
RAYON,Mixed,4,7,52.715108
RAYON,Mixed,4,8,54.010468
RAYON,Mixed,4,9,53.918688
RAYON,Mixed,8,0,53.300667
RAYON,Mixed,8,1,51.761642
RAYON,Mixed,8,2,54.337139
RAYON,Mixed,8,3,52.943445
RAYON,Mixed,8,4,53.074532
RAYON,Mixed,8,5,54.371045
RAYON,Mixed,8,6,52.542934
RAYON,Mixed,8,7,54.624073
RAYON,Mixed,8,8,54.004943
RAYON,Mixed,8,9,54.398118
RAYON,Mixed,16,0,51.732004
RAYON,Mixed,16,1,45.479393
RAYON,Mixed,16,2,56.412520
RAYON,Mixed,16,3,52.232172
RAYON,Mixed,16,4,53.678863
RAYON,Mixed,16,5,54.671210
RAYON,Mixed,16,6,57.020103
RAYON,Mixed,16,7,54.048766
RAYON,Mixed,16,8,56.014213
RAYON,Mixed,16,9,55.636655
RAYON,Mixed,32,0,53.931981
RAYON,Mixed,32,1,46.672039
RAYON,Mixed,32,2,59.638812
RAYON,Mixed,32,3,52.833098
RAYON,Mixed,32,4,54.355519
RAYON,Mixed,32,5,55.004451
RAYON,Mixed,32,6,55.587039
RAYON,Mixed,32,7,47.176457
RAYON,Mixed,32,8,53.733971
RAYON,Mixed,32,9,58.200624
RAYON,Small,4,0,12.455077
RAYON,Small,4,1,11.628075
RAYON,Small,4,2,12.295711
RAYON,Small,4,3,12.075747
RAYON,Small,4,4,11.528717
RAYON,Small,4,5,12.142778
RAYON,Small,4,6,11.690357
RAYON,Small,4,7,11.813781
RAYON,Small,4,8,12.383521
RAYON,Small,4,9,12.216639
RAYON,Small,8,0,10.156602
RAYON,Small,8,1,10.201905
RAYON,Small,8,2,9.806203
RAYON,Small,8,3,10.552083
RAYON,Small,8,4,10.758637
RAYON,Small,8,5,10.361713
RAYON,Small,8,6,9.933057
RAYON,Small,8,7,10.827787
RAYON,Small,8,8,9.900676
RAYON,Small,8,9,10.307412
RAYON,Small,16,0,12.540723
RAYON,Small,16,1,14.942295
RAYON,Small,16,2,10.060079
RAYON,Small,16,3,10.690104
RAYON,Small,16,4,10.817846
RAYON,Small,16,5,10.330995
RAYON,Small,16,6,9.653504
RAYON,Small,16,7,11.043258
RAYON,Small,16,8,10.720250
RAYON,Small,16,9,10.402375
RAYON,Small,32,0,18.635711
RAYON,Small,32,1,19.356231
RAYON,Small,32,2,10.660734
RAYON,Small,32,3,18.586034
RAYON,Small,32,4,15.924670
RAYON,Small,32,5,14.453561
RAYON,Small,32,6,15.585801
RAYON,Small,32,7,23.081645
RAYON,Small,32,8,14.148618
RAYON,Small,32,9,11.771089
SEQUENTIAL,Big,4,0,639.545228
SEQUENTIAL,Big,4,1,629.968342
SEQUENTIAL,Big,4,2,634.944247
SEQUENTIAL,Big,4,3,634.201117
SEQUENTIAL,Big,4,4,646.640347
SEQUENTIAL,Big,4,5,634.690873
SEQUENTIAL,Big,4,6,613.061625
SEQUENTIAL,Big,4,7,626.838316
SEQUENTIAL,Big,4,8,625.251650
SEQUENTIAL,Big,4,9,636.514097
SEQUENTIAL,Big,8,0,492.060691
SEQUENTIAL,Big,8,1,493.662061
SEQUENTIAL,Big,8,2,490.166499
SEQUENTIAL,Big,8,3,493.434521
SEQUENTIAL,Big,8,4,490.519346
SEQUENTIAL,Big,8,5,490.843252
SEQUENTIAL,Big,8,6,491.539982
SEQUENTIAL,Big,8,7,489.986532
SEQUENTIAL,Big,8,8,491.614131
SEQUENTIAL,Big,8,9,490.841069
SEQUENTIAL,Big,16,0,490.058342
SEQUENTIAL,Big,16,1,492.835394
SEQUENTIAL,Big,16,2,489.616837
SEQUENTIAL,Big,16,3,497.855703
SEQUENTIAL,Big,16,4,491.211867
SEQUENTIAL,Big,16,5,489.339343
SEQUENTIAL,Big,16,6,491.478470
SEQUENTIAL,Big,16,7,490.157705
SEQUENTIAL,Big,16,8,490.542481
SEQUENTIAL,Big,16,9,492.371489
SEQUENTIAL,Big,32,0,490.770517
SEQUENTIAL,Big,32,1,493.471239
SEQUENTIAL,Big,32,2,493.661177
SEQUENTIAL,Big,32,3,494.372936
SEQUENTIAL,Big,32,4,490.988954
SEQUENTIAL,Big,32,5,490.131027
SEQUENTIAL,Big,32,6,491.334916
SEQUENTIAL,Big,32,7,490.882871
SEQUENTIAL,Big,32,8,490.737658
SEQUENTIAL,Big,32,9,490.930803
SEQUENTIAL,Mixed,4,0,288.927742
SEQUENTIAL,Mixed,4,1,286.554981
SEQUENTIAL,Mixed,4,2,287.273512
SEQUENTIAL,Mixed,4,3,287.084394
SEQUENTIAL,Mixed,4,4,281.124822
SEQUENTIAL,Mixed,4,5,286.858682
SEQUENTIAL,Mixed,4,6,291.725390
SEQUENTIAL,Mixed,4,7,287.287405
SEQUENTIAL,Mixed,4,8,289.336383
SEQUENTIAL,Mixed,4,9,288.254567
SEQUENTIAL,Mixed,8,0,274.340550
SEQUENTIAL,Mixed,8,1,276.318554
SEQUENTIAL,Mixed,8,2,274.687531
SEQUENTIAL,Mixed,8,3,276.965390
SEQUENTIAL,Mixed,8,4,274.683825
SEQUENTIAL,Mixed,8,5,274.747545
SEQUENTIAL,Mixed,8,6,277.742738
SEQUENTIAL,Mixed,8,7,276.910464
SEQUENTIAL,Mixed,8,8,275.509749
SEQUENTIAL,Mixed,8,9,275.681170
SEQUENTIAL,Mixed,16,0,274.908370
SEQUENTIAL,Mixed,16,1,274.995434
SEQUENTIAL,Mixed,16,2,276.441163
SEQUENTIAL,Mixed,16,3,275.188565
SEQUENTIAL,Mixed,16,4,274.046724
SEQUENTIAL,Mixed,16,5,274.587699
SEQUENTIAL,Mixed,16,6,274.980054
SEQUENTIAL,Mixed,16,7,275.803795
SEQUENTIAL,Mixed,16,8,274.844725
SEQUENTIAL,Mixed,16,9,274.721859
SEQUENTIAL,Mixed,32,0,279.229971
SEQUENTIAL,Mixed,32,1,275.293257
SEQUENTIAL,Mixed,32,2,275.115699
SEQUENTIAL,Mixed,32,3,275.379973
SEQUENTIAL,Mixed,32,4,274.576435
SEQUENTIAL,Mixed,32,5,276.424228
SEQUENTIAL,Mixed,32,6,274.905279
SEQUENTIAL,Mixed,32,7,274.506504
SEQUENTIAL,Mixed,32,8,277.129583
SEQUENTIAL,Mixed,32,9,275.621463
SEQUENTIAL,Small,4,0,58.380615
SEQUENTIAL,Small,4,1,57.175595
SEQUENTIAL,Small,4,2,57.327872
SEQUENTIAL,Small,4,3,57.777020
SEQUENTIAL,Small,4,4,57.559662
SEQUENTIAL,Small,4,5,58.299197
SEQUENTIAL,Small,4,6,57.611461
SEQUENTIAL,Small,4,7,57.702492
SEQUENTIAL,Small,4,8,57.354431
SEQUENTIAL,Small,4,9,57.636399
SEQUENTIAL,Small,8,0,58.294299
SEQUENTIAL,Small,8,1,57.381616
SEQUENTIAL,Small,8,2,57.846034
SEQUENTIAL,Small,8,3,58.420978
SEQUENTIAL,Small,8,4,57.442440
SEQUENTIAL,Small,8,5,57.670268
SEQUENTIAL,Small,8,6,57.653074
SEQUENTIAL,Small,8,7,57.324370
SEQUENTIAL,Small,8,8,58.429353
SEQUENTIAL,Small,8,9,57.973700
SEQUENTIAL,Small,16,0,57.982879
SEQUENTIAL,Small,16,1,57.429363
SEQUENTIAL,Small,16,2,57.589607
SEQUENTIAL,Small,16,3,57.598233
SEQUENTIAL,Small,16,4,57.473169
SEQUENTIAL,Small,16,5,57.307769
SEQUENTIAL,Small,16,6,57.378812
SEQUENTIAL,Small,16,7,57.531885
SEQUENTIAL,Small,16,8,57.626185
SEQUENTIAL,Small,16,9,57.672794
SEQUENTIAL,Small,32,0,57.164146
SEQUENTIAL,Small,32,1,57.433783
SEQUENTIAL,Small,32,2,57.697373
SEQUENTIAL,Small,32,3,58.225870
SEQUENTIAL,Small,32,4,57.929173
SEQUENTIAL,Small,32,5,57.469676
SEQUENTIAL,Small,32,6,57.669957
SEQUENTIAL,Small,32,7,57.650193
SEQUENTIAL,Small,32,8,57.754934
SEQUENTIAL,Small,32,9,58.000072
TOKIO,Big,4,0,126.071429
TOKIO,Big,4,1,122.795378
TOKIO,Big,4,2,119.124530
TOKIO,Big,4,3,119.224887
TOKIO,Big,4,4,120.356730
TOKIO,Big,4,5,118.822490
TOKIO,Big,4,6,122.329118
TOKIO,Big,4,7,119.429607
TOKIO,Big,4,8,118.748539
TOKIO,Big,4,9,118.649710
TOKIO,Big,8,0,102.158180
TOKIO,Big,8,1,96.172861
TOKIO,Big,8,2,99.408325
TOKIO,Big,8,3,103.232127
TOKIO,Big,8,4,99.990204
TOKIO,Big,8,5,97.966168
TOKIO,Big,8,6,99.084775
TOKIO,Big,8,7,100.339529
TOKIO,Big,8,8,99.634115
TOKIO,Big,8,9,98.011578
TOKIO,Big,16,0,93.295139
TOKIO,Big,16,1,94.474604
TOKIO,Big,16,2,99.230138
TOKIO,Big,16,3,92.819535
TOKIO,Big,16,4,95.927410
TOKIO,Big,16,5,95.626943
TOKIO,Big,16,6,98.916263
TOKIO,Big,16,7,94.996964
TOKIO,Big,16,8,94.576602
TOKIO,Big,16,9,96.516078
TOKIO,Big,32,0,94.050245
TOKIO,Big,32,1,97.518396
TOKIO,Big,32,2,89.056060
TOKIO,Big,32,3,88.130780
TOKIO,Big,32,4,88.724909
TOKIO,Big,32,5,94.152345
TOKIO,Big,32,6,88.618492
TOKIO,Big,32,7,87.512525
TOKIO,Big,32,8,92.668854
TOKIO,Big,32,9,93.434100
TOKIO,Mixed,4,0,67.344136
TOKIO,Mixed,4,1,70.450203
TOKIO,Mixed,4,2,69.552311
TOKIO,Mixed,4,3,69.427836
TOKIO,Mixed,4,4,72.226355
TOKIO,Mixed,4,5,68.335012
TOKIO,Mixed,4,6,70.275692
TOKIO,Mixed,4,7,69.166613
TOKIO,Mixed,4,8,71.708856
TOKIO,Mixed,4,9,70.706489
TOKIO,Mixed,8,0,55.553178
TOKIO,Mixed,8,1,54.507971
TOKIO,Mixed,8,2,59.941520
TOKIO,Mixed,8,3,58.578965
TOKIO,Mixed,8,4,55.070639
TOKIO,Mixed,8,5,57.235404
TOKIO,Mixed,8,6,56.973819
TOKIO,Mixed,8,7,56.720173
TOKIO,Mixed,8,8,57.392731
TOKIO,Mixed,8,9,57.084977
TOKIO,Mixed,16,0,53.851334
TOKIO,Mixed,16,1,53.462073
TOKIO,Mixed,16,2,54.172268
TOKIO,Mixed,16,3,51.900943
TOKIO,Mixed,16,4,53.103561
TOKIO,Mixed,16,5,52.771680
TOKIO,Mixed,16,6,53.939925
TOKIO,Mixed,16,7,55.396480
TOKIO,Mixed,16,8,53.917378
TOKIO,Mixed,16,9,54.352005
TOKIO,Mixed,32,0,52.155840
TOKIO,Mixed,32,1,51.026612
TOKIO,Mixed,32,2,49.935693
TOKIO,Mixed,32,3,50.479600
TOKIO,Mixed,32,4,51.089729
TOKIO,Mixed,32,5,52.099701
TOKIO,Mixed,32,6,50.500440
TOKIO,Mixed,32,7,51.251139
TOKIO,Mixed,32,8,50.447727
TOKIO,Mixed,32,9,50.669243
TOKIO,Small,4,0,15.233013
TOKIO,Small,4,1,15.197343
TOKIO,Small,4,2,15.922575
TOKIO,Small,4,3,15.157491
TOKIO,Small,4,4,14.899287
TOKIO,Small,4,5,15.569585
TOKIO,Small,4,6,15.547329
TOKIO,Small,4,7,15.143783
TOKIO,Small,4,8,15.740140
TOKIO,Small,4,9,15.792576
TOKIO,Small,8,0,12.728918
TOKIO,Small,8,1,12.400710
TOKIO,Small,8,2,12.737290
TOKIO,Small,8,3,12.684412
TOKIO,Small,8,4,12.029949
TOKIO,Small,8,5,12.706825
TOKIO,Small,8,6,11.912836
TOKIO,Small,8,7,12.011303
TOKIO,Small,8,8,12.090664
TOKIO,Small,8,9,12.680609
TOKIO,Small,16,0,10.759875
TOKIO,Small,16,1,11.395521
TOKIO,Small,16,2,15.681001
TOKIO,Small,16,3,15.493709
TOKIO,Small,16,4,15.708553
TOKIO,Small,16,5,10.809819
TOKIO,Small,16,6,16.584021
TOKIO,Small,16,7,15.574338
TOKIO,Small,16,8,11.565126
TOKIO,Small,16,9,10.845747
TOKIO,Small,32,0,10.310782
TOKIO,Small,32,1,11.437925
TOKIO,Small,32,2,10.512442
TOKIO,Small,32,3,10.967319
TOKIO,Small,32,4,10.252903
TOKIO,Small,32,5,10.300034
TOKIO,Small,32,6,10.078331
TOKIO,Small,32,7,10.862090
TOKIO,Small,32,8,11.070348
TOKIO,Small,32,9,10.162914
