Framework,Workload,NThread,Iteration,ExecutionTime(s)
DAGRS,One Face,1,8,1139.477431
DAGRS,One Face,1,9,1139.690009
DAGRS,One Face,5,0,230.187164
DAGRS,One Face,5,1,229.911984
DAGRS,One Face,5,2,229.994744
DAGRS,One Face,5,3,233.403114
DAGRS,One Face,5,4,229.999350
DAGRS,One Face,5,5,229.827109
DAGRS,One Face,5,6,230.180932
DAGRS,One Face,5,7,230.435815
DAGRS,One Face,5,8,230.510395
DAGRS,One Face,5,9,230.437704
DAGRS,One Face,10,0,116.144145
DAGRS,One Face,10,1,115.896267
DAGRS,One Face,10,2,116.505112
DAGRS,One Face,10,3,116.141117
DAGRS,One Face,10,4,116.045563
DAGRS,One Face,10,5,116.334133
DAGRS,One Face,10,6,116.345475
DAGRS,One Face,10,7,116.594944
DAGRS,One Face,10,8,116.882667
DAGRS,One Face,10,9,115.931563
DAGRS,One Face,15,0,88.109167
DAGRS,One Face,15,1,85.071392
DAGRS,One Face,15,2,97.590785
DAGRS,One Face,15,3,79.806937
DAGRS,One Face,15,5,90.350497
DAGRS,One Face,15,7,91.649405
DAGRS,One Face,15,8,91.254947
DAGRS,One Face,15,9,89.798381
DAGRS,One Face,25,0,63.588605
DAGRS,One Face,25,1,62.151730
DAGRS,One Face,25,2,63.458081
DAGRS,One Face,25,3,57.556635
DAGRS,One Face,25,4,64.403484
DAGRS,One Face,25,5,62.520890
DAGRS,One Face,25,6,62.918556
DAGRS,One Face,25,7,63.631595
DAGRS,One Face,25,8,62.705022
DAGRS,One Face,25,9,62.866236
DAGRS,One Face,30,0,51.202899
DAGRS,One Face,30,1,56.876534
DAGRS,One Face,30,2,51.453087
DAGRS,One Face,30,3,52.217557
DAGRS,One Face,30,4,58.537944
DAGRS,One Face,30,5,53.513178
DAGRS,One Face,30,6,58.531928
DAGRS,One Face,30,7,53.341778
DAGRS,One Face,30,8,52.626859
DAGRS,One Face,30,9,53.066788
DAGRS,Several Faces,1,0,1359.688044
DAGRS,Several Faces,1,1,1358.708790
DAGRS,Several Faces,1,2,1375.488643
DAGRS,Several Faces,1,3,1369.576013
DAGRS,Several Faces,1,4,1363.685973
DAGRS,Several Faces,1,5,1360.155898
DAGRS,Several Faces,1,6,1361.367984
DAGRS,Several Faces,1,7,1369.446151
DAGRS,Several Faces,1,8,1359.598317
DAGRS,Several Faces,1,9,1359.496941
DAGRS,Several Faces,5,0,274.105037
DAGRS,Several Faces,5,1,273.943925
DAGRS,Several Faces,5,2,276.970004
DAGRS,Several Faces,5,4,274.328694
DAGRS,Several Faces,5,5,274.676052
DAGRS,Several Faces,5,6,273.814211
DAGRS,Several Faces,5,7,273.639016
DAGRS,Several Faces,5,8,273.684359
DAGRS,Several Faces,5,9,273.710713
DAGRS,Several Faces,10,0,138.712651
DAGRS,Several Faces,10,1,138.276202
DAGRS,Several Faces,10,2,138.247036
DAGRS,Several Faces,10,3,147.917065
DAGRS,Several Faces,10,4,138.466656
DAGRS,Several Faces,10,5,140.262808
DAGRS,Several Faces,10,6,138.100410
DAGRS,Several Faces,10,7,146.941583
DAGRS,Several Faces,10,8,138.524913
DAGRS,Several Faces,10,9,138.458021
DAGRS,Several Faces,15,0,113.354907
DAGRS,Several Faces,15,1,105.307107
DAGRS,Several Faces,15,2,111.837231
DAGRS,Several Faces,15,3,98.817730
DAGRS,Several Faces,15,4,104.868728
DAGRS,Several Faces,15,5,106.743364
DAGRS,Several Faces,15,6,105.239748
DAGRS,Several Faces,15,7,115.665218
DAGRS,Several Faces,15,8,113.692698
DAGRS,Several Faces,15,9,115.597132
DAGRS,Several Faces,25,0,77.768430
DAGRS,Several Faces,25,1,74.131770
DAGRS,Several Faces,25,2,76.699052
DAGRS,Several Faces,25,3,68.439477
DAGRS,Several Faces,25,4,73.994967
DAGRS,Several Faces,25,5,73.630092
DAGRS,Several Faces,25,6,74.377991
DAGRS,Several Faces,25,7,75.551621
DAGRS,Several Faces,25,8,78.329093
DAGRS,Several Faces,25,9,76.795609
DAGRS,Several Faces,30,0,49.026086
DAGRS,Several Faces,30,1,60.471928
DAGRS,Several Faces,30,2,48.783382
DAGRS,Several Faces,30,3,61.500484
DAGRS,Several Faces,30,4,61.440343
DAGRS,Several Faces,30,5,60.379074
DAGRS,Several Faces,30,6,59.966949
DAGRS,Several Faces,30,7,48.230412
DAGRS,Several Faces,30,8,49.422162
DAGRS,Several Faces,30,9,48.282956
PIPELINER,Mixed,1,0,0.000040
PIPELINER,Mixed,1,1,0.000029
PIPELINER,Mixed,1,2,0.000029
PIPELINER,Mixed,1,3,0.000045
PIPELINER,Mixed,1,4,0.000031
PIPELINER,Mixed,1,5,0.000029
PIPELINER,Mixed,1,6,0.000032
PIPELINER,Mixed,1,7,0.000033
PIPELINER,Mixed,1,8,0.000028
PIPELINER,Mixed,1,9,0.000039
PIPELINER,Mixed,5,0,0.000029
PIPELINER,Mixed,5,1,0.000029
PIPELINER,Mixed,5,2,0.000038
PIPELINER,Mixed,5,3,0.000028
PIPELINER,Mixed,5,4,0.000030
PIPELINER,Mixed,5,5,0.000029
PIPELINER,Mixed,5,6,0.000034
PIPELINER,Mixed,5,7,0.000031
PIPELINER,Mixed,5,8,0.000023
PIPELINER,Mixed,5,9,0.000027
PIPELINER,Mixed,10,0,0.000171
PIPELINER,Mixed,10,1,0.000025
PIPELINER,Mixed,10,2,0.000037
PIPELINER,Mixed,10,3,0.013308
PIPELINER,Mixed,10,4,0.000026
PIPELINER,Mixed,10,5,0.000032
PIPELINER,Mixed,10,6,0.000028
PIPELINER,Mixed,10,7,0.000025
PIPELINER,Mixed,10,8,0.000024
PIPELINER,Mixed,10,9,0.000030
PIPELINER,Mixed,15,0,0.000032
PIPELINER,Mixed,15,1,0.000026
PIPELINER,Mixed,15,2,0.000031
PIPELINER,Mixed,15,3,0.024454
PIPELINER,Mixed,15,4,0.000027
PIPELINER,Mixed,15,5,0.000026
PIPELINER,Mixed,15,6,0.000027
PIPELINER,Mixed,15,7,0.000028
PIPELINER,Mixed,15,8,0.000025
PIPELINER,Mixed,15,9,0.000029
PIPELINER,Mixed,25,0,0.000030
PIPELINER,Mixed,25,1,0.000026
PIPELINER,Mixed,25,2,0.000031
PIPELINER,Mixed,25,3,0.000035
PIPELINER,Mixed,25,4,0.000024
PIPELINER,Mixed,25,5,0.000029
PIPELINER,Mixed,25,6,0.000028
PIPELINER,Mixed,25,7,0.000026
PIPELINER,Mixed,25,8,0.000029
PIPELINER,Mixed,25,9,0.000033
PIPELINER,Mixed,30,0,0.000039
PIPELINER,Mixed,30,1,0.000025
PIPELINER,Mixed,30,2,0.000029
PIPELINER,Mixed,30,3,0.000034
PIPELINER,Mixed,30,4,0.000028
PIPELINER,Mixed,30,5,0.000029
PIPELINER,Mixed,30,6,0.000027
PIPELINER,Mixed,30,7,0.000026
PIPELINER,Mixed,30,8,0.000028
PIPELINER,Mixed,30,9,0.000028
PIPELINER,One Face,1,0,0.000038
PIPELINER,One Face,1,1,0.000028
PIPELINER,One Face,1,2,0.000034
PIPELINER,One Face,1,3,0.000193
PIPELINER,One Face,1,4,0.000041
PIPELINER,One Face,1,5,0.000030
PIPELINER,One Face,1,6,0.000030
PIPELINER,One Face,1,7,0.000028
PIPELINER,One Face,1,8,0.000027
PIPELINER,One Face,1,9,0.000028
PIPELINER,One Face,5,0,0.000029
PIPELINER,One Face,5,1,0.000036
PIPELINER,One Face,5,2,0.000030
PIPELINER,One Face,5,3,0.000073
PIPELINER,One Face,5,4,0.000028
PIPELINER,One Face,5,5,0.000027
PIPELINER,One Face,5,6,0.000028
PIPELINER,One Face,5,7,0.000261
PIPELINER,One Face,5,8,0.000030
PIPELINER,One Face,5,9,0.000029
PIPELINER,One Face,10,0,0.000038
PIPELINER,One Face,10,1,0.000028
PIPELINER,One Face,10,2,0.000035
PIPELINER,One Face,10,3,0.017746
PIPELINER,One Face,10,4,0.000028
PIPELINER,One Face,10,5,0.000027
PIPELINER,One Face,10,6,0.000027
PIPELINER,One Face,10,7,0.000026
PIPELINER,One Face,10,8,0.000026
PIPELINER,One Face,10,9,0.000029
PIPELINER,One Face,15,0,0.000030
PIPELINER,One Face,15,1,0.000029
PIPELINER,One Face,15,2,0.000032
PIPELINER,One Face,15,3,0.000033
PIPELINER,One Face,15,4,0.000033
PIPELINER,One Face,15,5,0.000030
PIPELINER,One Face,15,6,0.000029
PIPELINER,One Face,15,7,0.000026
PIPELINER,One Face,15,8,0.000024
PIPELINER,One Face,15,9,0.000028
PIPELINER,One Face,25,0,0.000030
PIPELINER,One Face,25,1,0.000026
PIPELINER,One Face,25,2,0.000033
PIPELINER,One Face,25,3,0.000026
PIPELINER,One Face,25,4,0.000027
PIPELINER,One Face,25,5,0.000030
PIPELINER,One Face,25,6,0.000027
PIPELINER,One Face,25,7,0.000030
PIPELINER,One Face,25,8,0.000026
PIPELINER,One Face,25,9,0.000028
PIPELINER,One Face,30,0,0.000029
PIPELINER,One Face,30,1,0.000024
PIPELINER,One Face,30,2,0.000027
PIPELINER,One Face,30,3,0.000026
PIPELINER,One Face,30,4,0.000026
PIPELINER,One Face,30,5,0.000029
PIPELINER,One Face,30,6,0.000026
PIPELINER,One Face,30,7,0.000027
PIPELINER,One Face,30,8,0.000026
PIPELINER,One Face,30,9,0.000035
PIPELINER,Several Faces,1,0,0.000030
PIPELINER,Several Faces,1,1,0.000027
PIPELINER,Several Faces,1,2,0.000030
PIPELINER,Several Faces,1,3,0.000030
PIPELINER,Several Faces,1,4,0.000030
PIPELINER,Several Faces,1,5,0.000030
PIPELINER,Several Faces,1,6,0.000034
PIPELINER,Several Faces,1,7,0.000026
PIPELINER,Several Faces,1,8,0.000024
PIPELINER,Several Faces,1,9,0.000027
PIPELINER,Several Faces,5,0,0.000038
PIPELINER,Several Faces,5,1,0.000029
PIPELINER,Several Faces,5,2,0.000030
PIPELINER,Several Faces,5,3,0.122938
PIPELINER,Several Faces,5,4,0.000025
PIPELINER,Several Faces,5,5,0.000025
PIPELINER,Several Faces,5,6,0.000026
PIPELINER,Several Faces,5,7,0.000026
PIPELINER,Several Faces,5,8,0.000029
PIPELINER,Several Faces,5,9,0.000030
PIPELINER,Several Faces,10,0,0.000032
PIPELINER,Several Faces,10,1,0.000030
PIPELINER,Several Faces,10,2,0.000036
PIPELINER,Several Faces,10,3,0.030751
PIPELINER,Several Faces,10,4,0.000028
PIPELINER,Several Faces,10,5,0.000028
PIPELINER,Several Faces,10,6,0.000023
PIPELINER,Several Faces,10,7,0.000032
PIPELINER,Several Faces,10,8,0.000022
PIPELINER,Several Faces,10,9,0.000028
PIPELINER,Several Faces,15,0,0.000038
PIPELINER,Several Faces,15,1,0.000026
PIPELINER,Several Faces,15,2,0.000031
PIPELINER,Several Faces,15,3,0.000027
PIPELINER,Several Faces,15,4,0.000029
PIPELINER,Several Faces,15,5,0.000026
PIPELINER,Several Faces,15,6,0.000034
PIPELINER,Several Faces,15,7,0.000027
PIPELINER,Several Faces,15,8,0.000023
PIPELINER,Several Faces,15,9,0.000029
PIPELINER,Several Faces,25,0,0.000030
PIPELINER,Several Faces,25,1,0.000025
PIPELINER,Several Faces,25,2,0.000029
PIPELINER,Several Faces,25,3,0.000025
PIPELINER,Several Faces,25,4,0.000033
PIPELINER,Several Faces,25,5,0.000027
PIPELINER,Several Faces,25,6,0.000029
PIPELINER,Several Faces,25,7,0.000024
PIPELINER,Several Faces,25,8,0.000025
PIPELINER,Several Faces,25,9,0.000024
PIPELINER,Several Faces,30,0,0.000028
PIPELINER,Several Faces,30,1,0.000023
PIPELINER,Several Faces,30,2,0.000031
PIPELINER,Several Faces,30,3,0.000029
PIPELINER,Several Faces,30,4,0.000024
PIPELINER,Several Faces,30,5,0.000029
PIPELINER,Several Faces,30,6,0.000025
PIPELINER,Several Faces,30,7,0.000027
PIPELINER,Several Faces,30,8,0.000030
PIPELINER,Several Faces,30,9,0.000028
RAYON,Mixed,1,0,0.000064
RAYON,Mixed,1,1,0.000030
RAYON,Mixed,1,2,0.000030
RAYON,Mixed,1,3,0.000031
RAYON,Mixed,1,4,0.000237
RAYON,Mixed,1,5,0.000036
RAYON,Mixed,1,6,0.000033
RAYON,Mixed,1,7,0.000033
RAYON,Mixed,1,8,0.000030
RAYON,Mixed,1,9,0.000030
RAYON,Mixed,5,0,0.000027
RAYON,Mixed,5,1,0.000027
RAYON,Mixed,5,2,0.000031
RAYON,Mixed,5,3,0.000032
RAYON,Mixed,5,4,0.000029
RAYON,Mixed,5,5,0.000034
RAYON,Mixed,5,6,0.000033
RAYON,Mixed,5,7,0.000022
RAYON,Mixed,5,8,0.000025
RAYON,Mixed,5,9,0.000030
RAYON,Mixed,10,0,0.000028
RAYON,Mixed,10,1,0.000027
RAYON,Mixed,10,2,0.000029
RAYON,Mixed,10,3,0.002622
RAYON,Mixed,10,4,0.000028
RAYON,Mixed,10,5,0.000026
RAYON,Mixed,10,6,0.000027
RAYON,Mixed,10,7,0.000024
RAYON,Mixed,10,8,0.000022
RAYON,Mixed,10,9,0.000036
RAYON,Mixed,15,0,0.000026
RAYON,Mixed,15,1,0.000033
RAYON,Mixed,15,2,0.000031
RAYON,Mixed,15,3,0.024514
RAYON,Mixed,15,4,0.000027
RAYON,Mixed,15,5,0.000028
RAYON,Mixed,15,6,0.000026
RAYON,Mixed,15,7,0.000027
RAYON,Mixed,15,8,0.000026
RAYON,Mixed,15,9,0.000028
RAYON,Mixed,25,0,0.000028
RAYON,Mixed,25,1,0.000028
RAYON,Mixed,25,2,0.000032
RAYON,Mixed,25,3,0.000030
RAYON,Mixed,25,4,0.000027
RAYON,Mixed,25,5,0.000028
RAYON,Mixed,25,6,0.000027
RAYON,Mixed,25,7,0.000027
RAYON,Mixed,25,8,0.000043
RAYON,Mixed,25,9,0.000030
RAYON,Mixed,30,0,0.000029
RAYON,Mixed,30,1,0.000025
RAYON,Mixed,30,2,0.000028
RAYON,Mixed,30,3,0.000031
RAYON,Mixed,30,4,0.000027
RAYON,Mixed,30,5,0.000036
RAYON,Mixed,30,6,0.000028
RAYON,Mixed,30,7,0.000026
RAYON,Mixed,30,8,0.000024
RAYON,Mixed,30,9,0.000029
RAYON,One Face,1,0,0.000043
RAYON,One Face,1,1,0.000031
RAYON,One Face,1,2,0.000032
RAYON,One Face,1,3,0.000037
RAYON,One Face,1,4,0.000034
RAYON,One Face,1,5,0.000034
RAYON,One Face,1,6,0.000028
RAYON,One Face,1,7,0.000024
RAYON,One Face,1,8,0.000028
RAYON,One Face,1,9,0.000029
RAYON,One Face,5,0,0.000026
RAYON,One Face,5,1,0.000030
RAYON,One Face,5,2,0.000033
RAYON,One Face,5,3,0.121576
RAYON,One Face,5,4,0.000030
RAYON,One Face,5,5,0.000030
RAYON,One Face,5,6,0.000028
RAYON,One Face,5,7,0.000025
RAYON,One Face,5,8,0.000033
RAYON,One Face,5,9,0.000031
RAYON,One Face,10,0,0.000035
RAYON,One Face,10,1,0.000040
RAYON,One Face,10,2,0.000030
RAYON,One Face,10,3,0.016908
RAYON,One Face,10,4,0.000026
RAYON,One Face,10,5,0.000026
RAYON,One Face,10,6,0.000027
RAYON,One Face,10,7,0.000028
RAYON,One Face,10,8,0.000025
RAYON,One Face,10,9,0.000029
RAYON,One Face,15,0,0.000028
RAYON,One Face,15,1,0.000026
RAYON,One Face,15,2,0.000035
RAYON,One Face,15,3,0.000032
RAYON,One Face,15,4,0.000031
RAYON,One Face,15,5,0.000031
RAYON,One Face,15,6,0.000028
RAYON,One Face,15,7,0.000026
RAYON,One Face,15,8,0.000022
RAYON,One Face,15,9,0.000026
RAYON,One Face,25,0,0.000026
RAYON,One Face,25,1,0.000032
RAYON,One Face,25,2,0.000030
RAYON,One Face,25,3,0.000033
RAYON,One Face,25,4,0.000030
RAYON,One Face,25,5,0.000027
RAYON,One Face,25,6,0.000246
RAYON,One Face,25,7,0.000027
RAYON,One Face,25,8,0.000025
RAYON,One Face,25,9,0.000032
RAYON,One Face,30,0,0.000096
RAYON,One Face,30,1,0.000027
RAYON,One Face,30,2,0.000028
RAYON,One Face,30,3,0.000032
RAYON,One Face,30,4,0.000026
RAYON,One Face,30,5,0.000029
RAYON,One Face,30,6,0.000026
RAYON,One Face,30,7,0.000025
RAYON,One Face,30,8,0.000026
RAYON,One Face,30,9,0.000029
RAYON,Several Faces,1,0,0.000030
RAYON,Several Faces,1,1,0.000026
RAYON,Several Faces,1,2,0.000029
RAYON,Several Faces,1,3,0.000032
RAYON,Several Faces,1,4,0.000084
RAYON,Several Faces,1,5,0.000029
RAYON,Several Faces,1,6,0.000029
RAYON,Several Faces,1,7,0.000026
RAYON,Several Faces,1,8,0.000025
RAYON,Several Faces,1,9,0.000027
RAYON,Several Faces,5,0,0.000028
RAYON,Several Faces,5,1,0.000029
RAYON,Several Faces,5,2,0.000030
RAYON,Several Faces,5,3,0.000031
RAYON,Several Faces,5,4,0.000030
RAYON,Several Faces,5,5,0.000026
RAYON,Several Faces,5,6,0.000022
RAYON,Several Faces,5,7,0.000028
RAYON,Several Faces,5,8,0.000027
RAYON,Several Faces,5,9,0.000062
RAYON,Several Faces,10,0,0.000024
RAYON,Several Faces,10,1,0.000027
RAYON,Several Faces,10,2,0.000030
RAYON,Several Faces,10,3,0.033069
RAYON,Several Faces,10,4,0.000026
RAYON,Several Faces,10,5,0.000026
RAYON,Several Faces,10,6,0.000031
RAYON,Several Faces,10,7,0.000032
RAYON,Several Faces,10,8,0.000024
RAYON,Several Faces,10,9,0.000029
RAYON,Several Faces,15,0,0.000033
RAYON,Several Faces,15,1,0.000026
RAYON,Several Faces,15,2,0.000030
RAYON,Several Faces,15,3,0.000032
RAYON,Several Faces,15,4,0.000073
RAYON,Several Faces,15,5,0.000028
RAYON,Several Faces,15,6,0.000056
RAYON,Several Faces,15,7,0.000031
RAYON,Several Faces,15,8,0.000034
RAYON,Several Faces,15,9,0.000029
RAYON,Several Faces,25,0,0.000027
RAYON,Several Faces,25,1,0.000025
RAYON,Several Faces,25,2,0.000028
RAYON,Several Faces,25,3,0.000038
RAYON,Several Faces,25,4,0.000029
RAYON,Several Faces,25,5,0.000026
RAYON,Several Faces,25,6,0.000026
RAYON,Several Faces,25,7,0.000024
RAYON,Several Faces,25,8,0.000033
RAYON,Several Faces,25,9,0.000029
RAYON,Several Faces,30,0,0.000025
RAYON,Several Faces,30,1,0.000024
RAYON,Several Faces,30,2,0.000029
RAYON,Several Faces,30,3,0.000038
RAYON,Several Faces,30,4,0.000034
RAYON,Several Faces,30,5,0.000269
RAYON,Several Faces,30,6,0.000025
RAYON,Several Faces,30,7,0.000028
RAYON,Several Faces,30,8,0.000026
RAYON,Several Faces,30,9,0.000032
SEQUENTIAL,Mixed,1,0,1052.513854
SEQUENTIAL,Mixed,1,1,1053.863031
SEQUENTIAL,Mixed,1,2,1051.977930
SEQUENTIAL,Mixed,1,3,1054.131714
SEQUENTIAL,Mixed,1,4,1055.486775
SEQUENTIAL,Mixed,1,5,1051.378264
SEQUENTIAL,Mixed,1,6,1054.744222
SEQUENTIAL,Mixed,1,7,1054.600858
SEQUENTIAL,Mixed,1,8,1052.600793
SEQUENTIAL,Mixed,1,9,1051.406118
SEQUENTIAL,Mixed,5,0,1053.218664
SEQUENTIAL,Mixed,5,1,1053.758462
SEQUENTIAL,Mixed,5,2,1062.854474
SEQUENTIAL,Mixed,5,3,1069.312305
SEQUENTIAL,Mixed,5,4,1053.604884
SEQUENTIAL,Mixed,5,5,1053.551693
SEQUENTIAL,Mixed,5,6,1053.874841
SEQUENTIAL,Mixed,5,7,1057.484264
SEQUENTIAL,Mixed,5,8,1054.517246
SEQUENTIAL,Mixed,5,9,1052.485663
SEQUENTIAL,Mixed,10,0,1053.347751
SEQUENTIAL,Mixed,10,1,1052.606301
SEQUENTIAL,Mixed,10,2,1052.272293
SEQUENTIAL,Mixed,10,3,1054.123768
SEQUENTIAL,Mixed,10,4,1053.561007
SEQUENTIAL,Mixed,10,5,1053.503276
SEQUENTIAL,Mixed,10,6,1053.343412
SEQUENTIAL,Mixed,10,7,1053.410695
SEQUENTIAL,Mixed,10,8,1053.445012
SEQUENTIAL,Mixed,10,9,1053.428159
SEQUENTIAL,Mixed,15,0,1053.369027
SEQUENTIAL,Mixed,15,1,1052.701438
SEQUENTIAL,Mixed,15,2,1052.540087
SEQUENTIAL,Mixed,15,3,1053.223745
SEQUENTIAL,Mixed,15,4,1051.955318
SEQUENTIAL,Mixed,15,5,1052.847516
SEQUENTIAL,Mixed,15,6,1055.663177
SEQUENTIAL,Mixed,15,7,1054.431567
SEQUENTIAL,Mixed,15,8,1052.357603
SEQUENTIAL,Mixed,15,9,1052.437665
SEQUENTIAL,Mixed,25,0,1052.402913
SEQUENTIAL,Mixed,25,1,1052.978828
SEQUENTIAL,Mixed,25,2,1054.823697
SEQUENTIAL,Mixed,25,3,1054.447349
SEQUENTIAL,Mixed,25,4,1053.160423
SEQUENTIAL,Mixed,25,5,1053.697684
SEQUENTIAL,Mixed,25,6,1053.915808
SEQUENTIAL,Mixed,25,7,1053.760941
SEQUENTIAL,Mixed,25,8,1053.012064
SEQUENTIAL,Mixed,25,9,1052.135951
SEQUENTIAL,Mixed,30,0,1053.685389
SEQUENTIAL,Mixed,30,1,1052.970160
SEQUENTIAL,Mixed,30,2,1054.000904
SEQUENTIAL,Mixed,30,3,1056.368294
SEQUENTIAL,Mixed,30,4,1053.777305
SEQUENTIAL,Mixed,30,5,1087.608838
SEQUENTIAL,Mixed,30,6,1053.043311
SEQUENTIAL,Mixed,30,7,1052.505495
SEQUENTIAL,Mixed,30,8,1052.502733
SEQUENTIAL,Mixed,30,9,1052.858940
SEQUENTIAL,One Face,1,0,1139.160621
SEQUENTIAL,One Face,1,1,1139.255370
SEQUENTIAL,One Face,1,2,1138.738376
SEQUENTIAL,One Face,1,3,1145.066307
SEQUENTIAL,One Face,1,4,1145.393006
SEQUENTIAL,One Face,1,5,1139.478632
SEQUENTIAL,One Face,1,6,1141.910594
SEQUENTIAL,One Face,1,7,1147.769252
SEQUENTIAL,One Face,1,8,1139.509031
SEQUENTIAL,One Face,1,9,1139.167077
SEQUENTIAL,One Face,5,0,1230.413288
SEQUENTIAL,One Face,5,1,1219.274746
SEQUENTIAL,One Face,5,2,1224.491692
SEQUENTIAL,One Face,5,3,1190.516745
SEQUENTIAL,One Face,5,4,1222.582927
SEQUENTIAL,One Face,5,5,1225.389557
SEQUENTIAL,One Face,5,6,1229.348494
SEQUENTIAL,One Face,5,7,1222.219249
SEQUENTIAL,One Face,5,8,1211.660225
SEQUENTIAL,One Face,5,9,1215.254710
SEQUENTIAL,One Face,10,0,1140.136332
SEQUENTIAL,One Face,10,1,1162.830479
SEQUENTIAL,One Face,10,2,1140.477592
SEQUENTIAL,One Face,10,3,1143.501875
SEQUENTIAL,One Face,10,4,1140.918789
SEQUENTIAL,One Face,10,5,1140.580706
SEQUENTIAL,One Face,10,6,1140.861105
SEQUENTIAL,One Face,10,7,1140.541371
SEQUENTIAL,One Face,10,8,1139.966827
SEQUENTIAL,One Face,10,9,1140.251240
SEQUENTIAL,One Face,15,0,1139.744547
SEQUENTIAL,One Face,15,1,1140.090778
SEQUENTIAL,One Face,15,2,1140.110549
SEQUENTIAL,One Face,15,3,1141.957852
SEQUENTIAL,One Face,15,4,1141.561400
SEQUENTIAL,One Face,15,5,1140.484093
SEQUENTIAL,One Face,15,6,1144.033361
SEQUENTIAL,One Face,15,7,1140.401914
SEQUENTIAL,One Face,15,8,1140.173918
SEQUENTIAL,One Face,15,9,1140.936020
SEQUENTIAL,One Face,25,0,1140.710304
SEQUENTIAL,One Face,25,1,1139.743748
SEQUENTIAL,One Face,25,2,1144.005132
SEQUENTIAL,One Face,25,3,1141.311822
SEQUENTIAL,One Face,25,4,1140.596241
SEQUENTIAL,One Face,25,5,1140.756789
SEQUENTIAL,One Face,25,6,1141.147197
SEQUENTIAL,One Face,25,7,1140.748313
SEQUENTIAL,One Face,25,8,1140.336003
SEQUENTIAL,One Face,25,9,1140.256825
SEQUENTIAL,One Face,30,0,1139.951570
SEQUENTIAL,One Face,30,1,1139.425038
SEQUENTIAL,One Face,30,2,1145.592763
SEQUENTIAL,One Face,30,3,1142.111414
SEQUENTIAL,One Face,30,4,1142.803877
SEQUENTIAL,One Face,30,5,1141.692422
SEQUENTIAL,One Face,30,6,1153.100165
SEQUENTIAL,One Face,30,7,1140.122311
SEQUENTIAL,One Face,30,8,1142.673128
SEQUENTIAL,One Face,30,9,1140.084552
SEQUENTIAL,Several Faces,1,0,1359.139693
SEQUENTIAL,Several Faces,1,1,1357.787919
SEQUENTIAL,Several Faces,1,2,1367.813912
SEQUENTIAL,Several Faces,1,3,1368.736981
SEQUENTIAL,Several Faces,1,4,1361.572527
SEQUENTIAL,Several Faces,1,5,1359.246520
SEQUENTIAL,Several Faces,1,6,1361.455875
SEQUENTIAL,Several Faces,1,7,1368.490029
SEQUENTIAL,Several Faces,1,8,1359.680134
SEQUENTIAL,Several Faces,1,9,1358.571359
